,No_discs,Shannon,Distance,Nb
497,6,10.13816144311701,0.4711919604107563,75911
498,6,10.14912873663324,0.47146311120023643,75802
499,6,10.140071121881576,0.47050623797030644,75893
500,6,10.130609696120688,0.4728799545907788,75908
501,6,10.140337350235733,0.4703013819734792,76059
502,6,10.13732174765337,0.47023683280577394,75874
503,6,10.155576177583843,0.4695224747757813,75983
504,6,10.13134992430267,0.4709490797813334,75882
505,6,10.151995746137704,0.4714311896736663,76002
506,6,10.132731139138905,0.4713064696357015,75918
507,6,10.134691674489,0.4706951027960467,75887
508,6,10.130123136790331,0.4700859505476891,75971
509,6,10.13694223429736,0.4697343049422534,76000
510,6,10.145033453692934,0.4717481806281327,75946
511,6,10.125316804347477,0.4720807466131968,75887
512,6,10.15137142892148,0.4704745014324525,76009
513,6,10.127353307227272,0.46989441334140947,75956
514,6,10.13161113266727,0.4716827129865129,76018
515,6,10.129156766371976,0.47282456432003134,75914
516,6,10.133684551227995,0.4733561257826165,75980
517,6,10.138667016287894,0.4706047408946482,75911
518,7,10.210415690233337,0.44891421769133893,78540
519,7,10.2105380521087,0.44994893075896064,78588
520,7,10.215315602840242,0.448662496297046,78661
521,7,10.220171140279056,0.45037464397091187,78545
522,7,10.217515707612838,0.4472391411515324,78603
523,7,10.215033971074197,0.45069220634583435,78579
524,7,10.216756645413232,0.44840081695771944,78622
525,7,10.203428251682725,0.4507346047773436,78537
526,7,10.218941476628032,0.44894366319518875,78518
527,7,10.224262817896738,0.4471278348440679,78573
528,7,10.21429185859767,0.4499690848819396,78659
529,7,10.213082687884633,0.4500700314890317,78587
530,7,10.21833488116269,0.4483115414071106,78774
531,7,10.207029568741051,0.449551082179343,78597
532,7,10.215468135395907,0.4474145501546823,78649
533,7,10.205631943617933,0.44839510570926405,78556
534,7,10.212194872696474,0.44976687457496695,78601
535,7,10.22082436291003,0.4479796000217902,78584
536,7,10.200413059082528,0.44919901863278533,78633
537,7,10.207439614720247,0.44794382015187284,78632
538,7,10.211251681054136,0.45002902646459597,78703
539,7,10.207081146157382,0.45115694783583493,78594
540,7,10.213300583087484,0.4489786147034749,78637
541,7,10.213705191973219,0.44904340167409784,78688
542,7,10.22070995519219,0.44882757741674356,78543
543,7,10.213068460147117,0.4485638993781859,78550
544,7,10.205350966473743,0.44972065433798214,78580
545,7,10.21478014183296,0.44901751459476796,78572
546,7,10.215642416327105,0.4484290502181301,78598
547,7,10.21781965331255,0.4489770567442246,78673
548,7,10.217613444353475,0.44725856440086226,78587
549,7,10.210256150345176,0.44895479471088573,78471
550,7,10.227322027566775,0.4469538704048412,78739
551,7,10.204559434392666,0.44905571564202523,78516
552,7,10.198229473168368,0.4502097088908648,78523
553,7,10.212653702591359,0.45078031873722074,78674
554,7,10.21228613503876,0.4485069930259239,78729
555,7,10.205038975791288,0.4494607875661704,78652
556,7,10.199830400964306,0.44954930220832845,78522
557,7,10.215656683745237,0.44771223560510504,78591
558,7,10.20535567113712,0.4486090839210292,78530
559,7,10.20318424925729,0.4484624099468125,78514
560,7,10.219902079102415,0.4482707802878542,78609
561,7,10.198607704766049,0.44820712409161645,78527
562,7,10.218367292378867,0.4495712008106822,78675
563,7,10.204404486172404,0.4507235373700614,78531
564,7,10.217525440137539,0.4489442248638301,78611
565,7,10.216780584269632,0.44902709501194327,78561
566,7,10.211167583552365,0.450262185968518,78666
