,Distance,Sample
156,0.8609039999999999,Simulation
157,0.866876,Simulation
158,0.8626280000000002,Simulation
159,0.862888,Simulation
160,0.867336,Simulation
161,0.8617800000000002,Simulation
162,0.8679320000000001,Simulation
163,0.86708,Simulation
164,0.8668760000000001,Simulation
165,0.867176,Simulation
166,0.8645479999999999,Simulation
167,0.863308,Simulation
168,0.8666160000000003,Simulation
169,0.867336,Simulation
170,0.87078,Simulation
171,0.8572120000000001,Simulation
172,0.8670720000000001,Simulation
173,0.8630040000000001,Simulation
174,0.8686600000000001,Simulation
175,0.8651200000000001,Simulation
176,0.8672719999999997,Simulation
177,0.862248,Simulation
178,0.8617800000000002,Simulation
179,0.87078,Simulation
180,0.8709720000000001,Simulation
181,0.8693040000000001,Simulation
182,0.8704479999999999,Simulation
183,0.8722199999999998,Simulation
184,0.871356,Simulation
185,0.8660760000000002,Simulation
186,0.8748520000000003,Simulation
187,0.875448,Simulation
188,0.8657960000000001,Simulation
189,0.8709720000000001,Simulation
190,0.8726399999999996,Simulation
191,0.8736480000000002,Simulation
192,0.8723960000000001,Simulation
193,0.87468,Simulation
194,0.8723440000000001,Simulation
195,0.8729040000000001,Simulation
196,0.8750040000000001,Simulation
197,0.8725240000000002,Simulation
198,0.8693040000000001,Simulation
199,0.8726399999999996,Simulation
200,0.867124,Simulation
201,0.868508,Simulation
202,0.87322,Simulation
203,0.8685119999999998,Simulation
204,0.8652480000000004,Simulation
205,0.8738039999999999,Simulation
206,0.867508,Simulation
207,0.8704479999999999,Simulation
208,0.8736480000000002,Simulation
209,0.867124,Simulation
210,0.8739919999999999,Simulation
211,0.8711160000000003,Simulation
212,0.8696999999999999,Simulation
213,0.865996,Simulation
214,0.8745320000000001,Simulation
215,0.8735720000000001,Simulation
216,0.8722199999999998,Simulation
217,0.8723960000000001,Simulation
218,0.868508,Simulation
219,0.8739919999999999,Simulation
220,0.8717480000000001,Simulation
221,0.8708520000000002,Simulation
222,0.873156,Simulation
223,0.8719480000000002,Simulation
224,0.873236,Simulation
225,0.871356,Simulation
226,0.87468,Simulation
227,0.87322,Simulation
228,0.8711160000000003,Simulation
229,0.8717480000000001,Simulation
230,0.8735239999999999,Simulation
231,0.8706160000000001,Simulation
232,0.873016,Simulation
233,0.8741639999999999,Simulation
234,0.8660760000000002,Simulation
235,0.8723440000000001,Simulation
236,0.8685119999999998,Simulation
237,0.8696999999999999,Simulation
238,0.8708520000000002,Simulation
239,0.8735239999999999,Simulation
240,0.8713479999999999,Simulation
241,0.8728480000000001,Simulation
242,0.871192,Simulation
243,0.8748520000000003,Simulation
244,0.8729040000000001,Simulation
245,0.8652480000000004,Simulation
246,0.865996,Simulation
247,0.873156,Simulation
248,0.8706160000000001,Simulation
249,0.8713479999999999,Simulation
250,0.87492,Simulation
251,0.8701479999999999,Simulation
252,0.875448,Simulation
253,0.8750040000000001,Simulation
254,0.8738039999999999,Simulation
255,0.8745320000000001,Simulation
256,0.8719480000000002,Simulation
257,0.873016,Simulation
258,0.8728480000000001,Simulation
259,0.87492,Simulation
260,0.876736,Simulation
261,0.8657960000000001,Simulation
262,0.8725240000000002,Simulation
263,0.867508,Simulation
264,0.8735720000000001,Simulation
265,0.873236,Simulation
266,0.8741639999999999,Simulation
267,0.871192,Simulation
268,0.8701479999999999,Simulation
269,0.876736,Simulation
270,0.8647719999999999,Simulation
271,0.8616400000000003,Simulation
272,0.864688,Simulation
273,0.8665880000000004,Simulation
274,0.8664919999999999,Simulation
275,0.8619239999999999,Simulation
276,0.8688560000000003,Simulation
277,0.8692159999999998,Simulation
278,0.8591040000000002,Simulation
279,0.8647719999999999,Simulation
280,0.8651040000000001,Simulation
281,0.8678959999999999,Simulation
282,0.86584,Simulation
283,0.8665039999999997,Simulation
284,0.868224,Simulation
285,0.8651800000000002,Simulation
286,0.8679959999999998,Simulation
287,0.8657320000000001,Simulation
288,0.8616400000000003,Simulation
